"Mental Condition","Symptoms","Recommended Treatments","Medications","Dosage","Advanced Remedies"
"Factitious Disorder (Imposed on Self)","falsification of medical/psychological symptoms; deception; self-serving motivation to assume the sick role [ICD-10: F68.1, ICD-11: 6D50, DSM-5: 300.19]","Psychotherapy (supportive); Careful, non-confrontational approach; Cognitive Behavioral Therapy (CBT); Psychiatric consultation; Treatment of underlying issues (e.g., trauma, personality disorder); Medication for comorbid conditions","None Typically; SSRIs (for comorbid depression/anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid); Antipsychotics (if severe agitation/psychosis) - Risperidone 1mg (Rx - Risperdal, Sizodon, Risdon)","Sertraline: 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food); Risperidone: 1-3mg daily (initial 1mg, increase slowly; monitor metabolic parameters)","[Gita, Ch 12, V 18] One who is equal to friends and enemies, who is equipoised in honor and dishonor. Insight: The ultimate goal is to help the individual find self-worth and satisfaction (Santosha) internally, without the need for the external 'honor' (attention, sympathy) that the sick role provides. This involves building a stable sense of self not dependent on external validation."
"Factitious Disorder (Imposed on Self)","falsification of medical/psychological symptoms; deception; self-serving motivation to assume the sick role [ICD-10: F68.1, ICD-11: 6D50, DSM-5: 300.19]","Psychotherapy (supportive); Careful confrontation (managed); Cognitive Behavioral Therapy (CBT); Psychiatric consultation; Treatment of underlying issues","None Typically","None Typically","[Gita, Ch 17, V 15] Austerity of speech consists in speaking words that are truthful, pleasing, beneficial, and not agitating to others. Insight: The essential antidote to falsification is truthfulness (Satyam) and simplicity (Arjavam)."
"Factitious Disorder (Imposed on Self)","falsification of medical/psychological symptoms; deception; self-serving motivation to assume the sick role [ICD-10: F68.1, ICD-11: 6D50, DSM-5: 300.19]","Psychotherapy (supportive); Careful confrontation (managed); Cognitive Behavioral Therapy (CBT); Psychiatric consultation; Treatment of underlying issues","None Typically","None Typically","[Gita, Ch 16, V 7] Demoniac persons do not know what is to be done and what is not to be done. Neither cleanliness nor proper behavior nor truth is found in them. Insight: The entire therapeutic focus is on teaching truth (Satyam) and proper behavior (Achara), which the disorder rejects."
"Factitious Disorder (Imposed on Self)","falsification of medical/psychological symptoms; deception; self-serving motivation to assume the sick role [ICD-10: F68.1, ICD-11: 6D50, DSM-5: 300.19]","Psychotherapy (supportive); Careful confrontation (managed); Cognitive Behavioral Therapy (CBT); Psychiatric consultation; Treatment of underlying issues","None Typically","None Typically","[Gita, Ch 16, V 4] The demonic qualities are pride, arrogance, conceit, anger, harshness, and ignorance. Insight: The need for the sick role is rooted in pride/conceit (Ahankara) and ignorance (Moha). Cultivate humility (Amanitvam)."
"Factitious Disorder (Imposed on Self)","falsification of medical/psychological symptoms; deception; self-serving motivation to assume the sick role [ICD-10: F68.1, ICD-11: 6D50, DSM-5: 300.19]","Psychotherapy (supportive); Careful confrontation (managed); Cognitive Behavioral Therapy (CBT); Psychiatric consultation; Treatment of underlying issues","None Typically","None Typically","[Gita, Ch 12, V 18] One who is equal to friends and enemies, who is equipoised in honor and dishonor. Insight: Find self-worth and satisfaction (Santosha) internally, without the need for the external 'honor' (attention) of the sick role."
"Factitious Disorder (Imposed on Self)","falsification of medical/psychological symptoms; deception; self-serving motivation to assume the sick role [ICD-10: F68.1, ICD-11: 6D50, DSM-5: 300.19]","Psychotherapy (supportive); Careful, non-confrontational approach; Cognitive Behavioral Therapy (CBT); Psychiatric consultation; Treatment of underlying issues (e.g., trauma, personality disorder); Medication for comorbid conditions","None Typically; SSRIs (for comorbid depression/anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid); Antipsychotics (if severe agitation/psychosis) - Risperidone 1mg (Rx - Risperdal, Sizodon, Risdon)","","Daxid); Antipsychotics (if severe agitation/psychosis) - Risperidone 1mg (Rx - Risperdal, Sizodon, Risdon), Sertraline: 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food); Risperidone: 1-3mg daily (initial 1mg, increase slowly; monitor metabolic parameters), [Gita, Ch 17, V 15] Austerity of speech consists in speaking words that are truthful, pleasing, beneficial, and not agitating to others. Insight: The essential antidote to the falsification of symptoms is truthfulness (Satyam) and simplicity (Arjavam) in communication. The therapeutic relationship must gently guide the individual toward this fundamental honesty."
"Factitious Disorder (Imposed on Self)","falsification of medical/psychological symptoms; deception; self-serving motivation to assume the sick role [ICD-10: F68.1, ICD-11: 6D50, DSM-5: 300.19]","Psychotherapy (supportive); Careful, non-confrontational approach; Cognitive Behavioral Therapy (CBT); Psychiatric consultation; Treatment of underlying issues (e.g., trauma, personality disorder); Medication for comorbid conditions","None Typically; SSRIs (for comorbid depression/anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid); Antipsychotics (if severe agitation/psychosis) - Risperidone 1mg (Rx - Risperdal, Sizodon, Risdon)","","Daxid); Antipsychotics (if severe agitation/psychosis) - Risperidone 1mg (Rx - Risperdal, Sizodon, Risdon), Sertraline: 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food); Risperidone: 1-3mg daily (initial 1mg, increase slowly; monitor metabolic parameters), [Gita, Ch 16, V 7] Demoniac persons do not know what is to be done and what is not to be done. Neither cleanliness nor proper behavior nor truth is found in them. Insight: The entire therapeutic focus is on teaching and modeling proper behavior (Achara) and truth (Satyam), which the disorder fundamentally rejects. This is a slow, compassionate process of re-education."
"Factitious Disorder (Imposed on Self)","falsification of medical/psychological symptoms; deception; self-serving motivation to assume the sick role [ICD-10: F68.1, ICD-11: 6D50, DSM-5: 300.19]","Psychotherapy (supportive); Careful, non-confrontational approach; Cognitive Behavioral Therapy (CBT); Psychiatric consultation; Treatment of underlying issues (e.g., trauma, personality disorder); Medication for comorbid conditions","None Typically; SSRIs (for comorbid depression/anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid); Antipsychotics (if severe agitation/psychosis) - Risperidone 1mg (Rx - Risperdal, Sizodon, Risdon)","","Daxid); Antipsychotics (if severe agitation/psychosis) - Risperidone 1mg (Rx - Risperdal, Sizodon, Risdon), Sertraline: 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food); Risperidone: 1-3mg daily (initial 1mg, increase slowly; monitor metabolic parameters), [Gita, Ch 16, V 4] The demonic qualities are pride, arrogance, conceit, anger, harshness, and ignorance. Insight: The deep-seated need to assume the sick role is often rooted in a profound sense of lack or pride/conceit (Ahankara) and ignorance (Moha) of healthier ways to get needs met. The therapeutic task is to cultivate the opposite: humility (Amanitvam) and self-knowledge."
"Factitious Disorder (Imposed on Self)","falsification of medical/psychological symptoms; deception; self-serving motivation to assume the sick role [ICD-10: F68.1, ICD-11: 6D50, DSM-5: 300.19]","Psychotherapy (supportive); Careful, non-confrontational approach; Cognitive Behavioral Therapy (CBT); Psychiatric consultation; Treatment of underlying issues (e.g., trauma, personality disorder); Medication for comorbid conditions","None Typically; SSRIs (for comorbid depression/anxiety) - Sertraline 50mg (Rx - Serenata, Zosert, Daxid); Antipsychotics (if severe agitation/psychosis) - Risperidone 1mg (Rx - Risperdal, Sizodon, Risdon)","","Daxid); Antipsychotics (if severe agitation/psychosis) - Risperidone 1mg (Rx - Risperdal, Sizodon, Risdon), Sertraline: 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food); Risperidone: 1-3mg daily (initial 1mg, increase slowly; monitor metabolic parameters), [Gita, Ch 12, V 18] One who is equal to friends and enemies, who is equipoised in honor and dishonor. Insight: The ultimate goal is to help the individual find self-worth and satisfaction (Santosha) internally, without the need for the external 'honor' (attention, sympathy) that the sick role provides. This involves building a stable sense of self not dependent on external validation."
"Fear of Public Speaking (Glossophobia)","intense anxiety/panic before or during speaking; avoidance; physical symptoms (shaking, sweating) [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure therapy - 8-12 sessions; Systematic desensitization; Virtual reality exposure; Skills training; Relaxation techniques; Medication for situational anxiety","Propranolol 10mg (Rx - Inderal, Ciplar, Propranolol - situational); Escitalopram 10mg (Rx - Nexito, Restocrit, Escitalopram); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term)","Propranolol: 10-40mg as needed (take 1-2 hours before speaking event); Escitalopram: 10-20mg daily (initial 10mg, increase to 20mg after 1 week; max 20mg; for generalized social anxiety); Clonazepam: 0.25-0.5mg as needed (short-term only, for severe situational panic; caution dependence)","[Gita, Ch 16, V 3] The qualities of those who are godly are fearlessness. Insight: The therapeutic goal is the cultivation of fearlessness (Abhayam) by facing the fear in a safe, controlled manner through gradual exposure, transforming the experience from one of terror to one of manageable challenge."
"Fear of Public Speaking (Glossophobia)","intense anxiety/panic before or during speaking; avoidance; physical symptoms (shaking, sweating) [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure therapy - 8-12 sessions; Systematic desensitization; Virtual reality exposure; Skills training; Relaxation techniques; Medication for situational anxiety","Propranolol 10mg (Rx - Inderal, Ciplar, Propranolol - situational); Escitalopram 10mg (Rx - Nexito, Restocrit, Escitalopram); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term)","Propranolol: 10-40mg as needed (take 1-2 hours before speaking event); Escitalopram: 10-20mg daily (initial 10mg, increase to 20mg after 1 week; max 20mg; for generalized social anxiety); Clonazepam: 0.25-0.5mg as needed (short-term only, for severe situational panic; caution dependence)","[Gita, Ch 2, V 48] Perform your duty equipoised, O Arjuna, abandoning all attachment to success or failure. Insight: Abandon attachment to the outcome (perfect speech, audience approval). Focus on the duty (Dharma) of speaking itself, performing it with equanimity (Samatvam) and sincerity, regardless of the result."
"Fear of Public Speaking (Glossophobia)","intense anxiety/panic before or during speaking; avoidance; physical symptoms (shaking, sweating) [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure therapy - 8-12 sessions; Systematic desensitization; Virtual reality exposure; Skills training; Relaxation techniques; Medication for situational anxiety","Propranolol 10mg (Rx - Inderal, Ciplar, Propranolol - situational); Escitalopram 10mg (Rx - Nexito, Restocrit, Escitalopram); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term)","Propranolol: 10-40mg as needed (take 1-2 hours before speaking event); Escitalopram: 10-20mg daily (initial 10mg, increase to 20mg after 1 week; max 20mg; for generalized social anxiety); Clonazepam: 0.25-0.5mg as needed (short-term only, for severe situational panic; caution dependence)","[Gita, Ch 17, V 15] Austerity of speech consists in speaking words that are truthful, pleasing, beneficial, and not agitating to others. Insight: Shift the focus from the terrifying performance to the three qualities of pure speech (truthful, pleasing, beneficial). When your intention is to serve the audience with your words, the fear of judgment diminishes."
"Fear of Public Speaking (Glossophobia)","intense anxiety/panic before or during speaking; avoidance; physical symptoms (shaking, sweating) [ICD-10: F40.10, ICD-11: 6B04, DSM-5: 300.23]","Cognitive Behavioral Therapy (CBT) with exposure therapy - 8-12 sessions; Systematic desensitization; Virtual reality exposure; Skills training; Relaxation techniques; Medication for situational anxiety","Propranolol 10mg (Rx - Inderal, Ciplar, Propranolol - situational); Escitalopram 10mg (Rx - Nexito, Restocrit, Escitalopram); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term)","Propranolol: 10-40mg as needed (take 1-2 hours before speaking event); Escitalopram: 10-20mg daily (initial 10mg, increase to 20mg after 1 week; max 20mg; for generalized social anxiety); Clonazepam: 0.25-0.5mg as needed (short-term only, for severe situational panic; caution dependence)","[Gita, Ch 6, V 35] It is possible to curb the restless mind by suitable practice and by detachment. Insight: Curb the anxious, racing mind (restless) through consistent, mindful preparation and practice (Abhyasa), and by cultivating detachment (Vairagya) from the audience's judgment and the outcome of the speech."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 9, V 22] But those who always worship Me with exclusive devotion, meditating upon My transcendental form—to them I carry what they lack, and I preserve what they have. Insight: Trust in a benevolent cosmic order (Divine Providence) to meet essential needs. This trust reduces the immediate fear of lack."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 2, V 47] You have a right to perform your prescribed duty, but you are not entitled to the fruits of action. Insight: Control the effort (budgeting, earning) but detach from the anxiety over the outcome (market crash, future debt)."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 3, V 13] The devotees of the Lord are released from all kinds of sins because they eat food which is offered first for sacrifice. Insight: View spending/earning as part of a purposeful, selfless endeavor (sacrifice) rather than an act of personal greed or fear."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 16, V 21] There are three gates leading to this hell—lust, anger and greed. Insight: Financial anxiety is rooted in greed (excessive desire for more or fear of losing what you have). Close the gate of greed."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 18, V 58] By My grace, you will pass over all the obstacles of conditioned life. Insight: Surrender the overwhelming nature of debt or poverty to a higher force, and focus only on the small, manageable steps (duty)."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 4, V 14] There is no work that affects Me. Nor do I aspire for the fruits of action. Insight: If you approach your finances with the detachment of the Divine, the financial status does not 'affect' your inner peace."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 2, V 56] One whose mind is not disturbed in spite of the threefold miseries. Insight: Aim for the undisturbed mind (Sthita-prajna), accepting the financial misery without letting it derail your peace."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 6, V 35] It is possible to curb the restless mind by suitable practice and by detachment. Insight: Curb the worried mind through consistent practice (Abhyasa) of budgeting/planning and detachment (Vairagya) from the outcome."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 12, V 14] One who is always satisfied and engaged in devotional service with determination. Insight: Find satisfaction (Santosha) in the present financial reality and use determined action to improve it."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 18, V 47] It is better to engage in one's own occupation, even though one may perform it imperfectly. Insight: Focus on the duty of honest earning and budgeting, even if the financial situation is imperfect."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 2, V 47] You have a right to perform your prescribed duty, but you are not entitled to the fruits of action. Insight: Control your duty (budgeting, earning) but detach from the future outcome (fruit) of financial markets/luck."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 10, V 11] To show them special mercy, I destroy the darkness born of ignorance. Insight: Financial ignorance fuels anxiety. Seek knowledge and guidance (financial counseling) to destroy the darkness."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 14, V 6] The mode of goodness (Sattva), being purer than the others, is illuminating and healthy. Insight: Financial anxiety is often Rajasic/Tamasic. Cultivate Sattva through simple, disciplined, and transparent financial management."
"Financial Anxiety","money worries; fear of insolvency; budget concerns; debt anxiety [ICD-10: Z73.1, ICD-11: QE53, DSM-5: Not applicable]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Financial counseling; Budget planning; Support groups; Mindfulness for anxiety","None Typically","None Typically","[Gita, Ch 6, V 19] A lamp in a windless place does not waver. Insight: Achieve an internal peace (unwavering lamp) so that external financial turbulence (the 'wind') does not disturb your mind."
"Gambling Disorder","persistent gambling; preoccupation; chasing losses; lying; loss of control [ICD-10: F63.0, ICD-11: 6C50, DSM-5: 312.31]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Gamblers Anonymous (12-Step); Motivational Interviewing; Financial counseling; Medication for impulsivity","Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex); Lithium 300mg (Rx - Lithosun, Lithium, Carbolith - for impulsivity)","Naltrexone: 50-100mg daily (initial 50mg, max 100mg; monitor liver function); Lithium: 300-1200mg daily (initial 300mg twice daily, titrate based on serum levels; therapeutic range 0.6-1.2 mEq/L)","[Gita, Ch 16, V 21] There are three gates leading to this hell—lust, anger and greed. Insight: Gambling is rooted in greed (Lobha) and intense desire (Lust). Closing these gates requires strong willpower (Dharma) and discipline."
"Gambling Disorder","persistent gambling; preoccupation; chasing losses; lying; loss of control [ICD-10: F63.0, ICD-11: 6C50, DSM-5: 312.31]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Gamblers Anonymous (12-Step); Motivational Interviewing; Financial counseling; Medication for impulsivity","Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex); Lithium 300mg (Rx - Lithosun, Lithium, Carbolith - for impulsivity)","Naltrexone: 50-100mg daily (initial 50mg, max 100mg; monitor liver function); Lithium: 300-1200mg daily (initial 300mg twice daily, titrate based on serum levels; therapeutic range 0.6-1.2 mEq/L)","[Gita, Ch 2, V 63] From anger comes delusion, and from delusion bewilderment of memory. When memory is bewildered, intelligence is lost, and when intelligence is lost one falls down again. Insight: Chasing losses is delusion. Regain control by restoring clear intelligence (Buddhi)."
"Gambling Disorder","persistent gambling; preoccupation; chasing losses; lying; loss of control [ICD-10: F63.0, ICD-11: 6C50, DSM-5: 312.31]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Gamblers Anonymous (12-Step); Motivational Interviewing; Financial counseling; Medication for impulsivity","Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex); Lithium 300mg (Rx - Lithosun, Lithium, Carbolith - for impulsivity)","Naltrexone: 50-100mg daily (initial 50mg, max 100mg; monitor liver function); Lithium: 300-1200mg daily (initial 300mg twice daily, titrate based on serum levels; therapeutic range 0.6-1.2 mEq/L)","[Gita, Ch 5, V 22] A sensible person does not take part in the sources of misery, which are due to contact with the material senses. Insight: Recognize gambling as a guaranteed 'source of misery' (Dukhalayam) and use sense control (Dama) to withdraw from it."
"Gambling Disorder","persistent gambling; preoccupation; chasing losses; lying; loss of control [ICD-10: F63.0, ICD-11: 6C50, DSM-5: 312.31]","Cognitive Behavioral Therapy (CBT) - 12-20 sessions; Gamblers Anonymous (12-Step); Motivational Interviewing; Financial counseling; Medication for impulsivity","Naltrexone 50mg (Rx - Naltima, Nodict, Naltrex); Lithium 300mg (Rx - Lithosun, Lithium, Carbolith - for impulsivity)","Naltrexone: 50-100mg daily (initial 50mg, max 100mg; monitor liver function); Lithium: 300-1200mg daily (initial 300mg twice daily, titrate based on serum levels; therapeutic range 0.6-1.2 mEq/L)","[Gita, Ch 18, V 9] All prescribed duties should be performed without attachment to the results. Insight: Detach from the *hope* of winning (the result). Focus only on the 'duty' of managing finances responsibly and seeking recovery."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 2, V 50] Yoga is the art of working without attachment. Insight: The art of action without attachment is the cure for generalized worry (which is attachment to all possible outcomes)."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 3, V 9] Work done as a sacrifice for Vishnu has to be performed. Otherwise work binds one to this material world. Insight: Make your actions purposeful (a sacrifice/offering) to avoid the binding effect of worry."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 4, V 39] A faithful man who is dedicated to transcendental knowledge and who subdues his senses attains knowledge. Insight: Overcome the distraction of worry by dedicatedly pursuing true knowledge (Jnana) and self-control (sense subduing)."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 6, V 24] One should abandon all mental conceptions born of desire and thus control all the senses by the mind. Insight: Generalized worry is the consequence of unlimited mental desires. Abandoning the desires calms the mind."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 11, V 4] If You think that I am able to behold Your cosmic form, O Lord, then kindly show me that universal Self. Insight: Seek the larger, cosmic perspective of life (the Universal Form) to shrink the perceived size of your worries."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 14, V 26] One who engages in full devotional service, transcending the modes of nature, is elevated to the spiritual platform. Insight: Devotion (Bhakti) is the ultimate method to transcend the three modes (Gunas)—including the mode of passion (Rajas) that drives worry."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 18, V 14] The place, the performer, the senses, the endeavors, and the Supersoul are the five factors of action. Insight: You are only one of five factors of action. Stop taking full responsibility for all outcomes (the root of worry)."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 2, V 48] Perform your duty equipoised, O Arjuna, abandoning all attachment to success or failure. Insight: Generalized worry is caused by being attached to future outcomes. Equipoise (Samatvam) is the cure: acting without attachment."
